well_id,datetime,temperature,temp_change,temp_change_pct,theta_deg,x,y,hours_elapsed
GP-100,2023-06-29 00:00:00,170.3,11.400000000000006,7.174323473882938,146.34900584518823,41,462,12275.0
GP-100,2023-10-09 09:55:00,167.4,9.5,6.016466117796071,146.34900584518823,41,462,14732.916666666666
GP-100,2024-01-19 08:26:00,183.1,21.400000000000006,13.2343846629561,146.34900584518823,41,462,17179.433333333334
GP-100,2024-01-30 14:29:00,179.2,14.199999999999989,8.606060606060595,146.34900584518823,41,462,17449.483333333334
GW-1,2022-02-02 13:09:00,60.0,9.0,17.647058823529417,293.323205826148,335,165,0.15
GW-1,2022-03-02 14:33:00,76.1,16.099999999999994,26.833333333333332,293.323205826148,335,165,673.55
GW-1,2022-05-04 12:40:00,80.0,18.0,29.032258064516125,293.323205826148,335,165,2183.6666666666665
GW-1,2022-07-11 12:26:00,84.0,6.0,7.692307692307687,293.323205826148,335,165,3815.4333333333334
GW-1,2022-08-03 11:34:00,102.2,18.200000000000003,21.66666666666668,293.323205826148,335,165,4366.566666666667
GW-1,2022-11-03 11:09:00,64.4,5.300000000000004,8.967851099830803,293.323205826148,335,165,6574.15
GW-1,2023-01-05 12:28:00,67.6,10.199999999999996,17.77003484320556,293.323205826148,335,165,8087.466666666666
GW-1,2023-03-01 09:32:00,67.8,24.4,56.22119815668203,293.323205826148,335,165,9404.533333333333
GW-1,2023-03-07 09:22:00,72.6,4.799999999999997,7.079646017699104,293.323205826148,335,165,9548.366666666667
GW-1,2023-04-03 09:53:00,55.7,9.600000000000001,20.824295010845994,293.323205826148,335,165,10196.883333333333
GW-1,2023-06-01 11:13:00,83.5,30.299999999999997,56.954887218045116,293.323205826148,335,165,11614.216666666667
GW-1,2023-09-26 10:16:00,81.6,8.099999999999994,11.020408163265305,293.323205826148,335,165,14421.266666666666
GW-1,2023-09-29 11:06:00,85.9,4.300000000000011,5.269607843137258,293.323205826148,335,165,14494.1
GW-1,2023-11-02 15:31:00,77.2,14.300000000000004,22.734499205087456,293.323205826148,335,165,15314.516666666666
GW-1,2024-01-12 08:39:00,46.0,4.799999999999997,11.650485436893199,293.323205826148,335,165,17011.65
GW-1,2024-03-04 09:32:00,72.1,30.499999999999993,73.31730769230766,293.323205826148,335,165,18260.533333333333
GW-1,2024-04-10 13:02:00,83.6,11.5,15.950069348127593,293.323205826148,335,165,19152.033333333333
GW-1,2024-05-21 10:30:00,90.8,7.200000000000003,8.61244019138756,293.323205826148,335,165,20133.5
GW-1,2024-06-19 14:18:00,100.5,16.0,18.934911242603558,293.323205826148,335,165,20833.3
GW-1,2024-10-30 14:01:00,96.5,24.200000000000003,33.471645919778716,293.323205826148,335,165,24025.016666666666
GW-10,2022-03-02 13:45:00,75.6,21.599999999999994,39.99999999999999,238.27558529765173,202,191,672.75
GW-10,2022-05-04 11:51:00,83.0,21.0,33.87096774193547,238.27558529765173,202,191,2182.85
GW-10,2022-07-11 12:53:00,80.9,8.900000000000006,12.36111111111111,238.27558529765173,202,191,3815.883333333333
GW-10,2022-08-03 11:12:00,87.7,6.799999999999997,8.405438813349807,238.27558529765173,202,191,4366.2
GW-10,2022-11-03 11:27:00,83.1,18.69999999999999,29.037267080745323,238.27558529765173,202,191,6574.45
GW-10,2023-02-28 09:17:00,71.7,25.0,53.53319057815846,238.27558529765173,202,191,9380.283333333333
GW-10,2023-03-07 09:06:00,70.0,3.5999999999999943,5.421686746987953,238.27558529765173,202,191,9548.1
GW-10,2023-04-03 09:39:00,54.0,8.0,17.391304347826097,238.27558529765173,202,191,10196.65
GW-10,2023-06-01 11:23:00,74.3,21.5,40.71969696969697,238.27558529765173,202,191,11614.383333333333
GW-10,2023-06-14 14:35:00,82.3,8.0,10.767160161507405,238.27558529765173,202,191,11929.583333333334
GW-10,2023-06-27 13:37:00,86.6,4.299999999999997,5.2247873633049835,238.27558529765173,202,191,12240.616666666667
GW-10,2023-07-05 12:46:00,93.1,10.199999999999989,12.303980699638096,238.27558529765173,202,191,12431.766666666666
GW-10,2023-09-26 10:23:00,85.9,15.5,22.01704545454546,238.27558529765173,202,191,14421.383333333333
GW-10,2023-11-02 15:18:00,74.2,13.800000000000004,22.847682119205317,238.27558529765173,202,191,15314.3
GW-10,2024-01-11 09:58:00,60.2,7.900000000000006,15.105162523900596,238.27558529765173,202,191,16988.966666666667
GW-10,2024-03-04 09:07:00,71.2,23.1,48.02494802494803,238.27558529765173,202,191,18260.116666666665
GW-10,2024-04-10 12:51:00,82.3,11.099999999999994,15.58988764044944,238.27558529765173,202,191,19151.85
GW-10,2024-06-20 15:12:00,102.7,14.900000000000006,16.970387243735765,238.27558529765173,202,191,20858.2
GW-10,2024-07-23 10:38:00,80.5,4.799999999999997,6.340819022457067,238.27558529765173,202,191,21645.633333333335
GW-10,2024-10-30 13:45:00,96.1,21.19999999999999,28.304405874499317,238.27558529765173,202,191,24024.75
GW-11,2022-02-02 13:00:00,60.0,8.0,15.384615384615374,261.6323471962288,248,132,0.0
GW-11,2022-03-02 13:38:00,72.5,12.5,20.833333333333325,261.6323471962288,248,132,672.6333333333333
GW-11,2022-05-04 11:38:00,78.0,18.0,30.000000000000004,261.6323471962288,248,132,2182.633333333333
GW-11,2022-06-01 08:51:00,91.1,13.099999999999994,16.79487179487178,261.6323471962288,248,132,2851.85
GW-11,2022-08-03 11:30:00,92.1,5.099999999999994,5.862068965517242,261.6323471962288,248,132,4366.5
GW-11,2022-11-03 11:22:00,69.2,10.300000000000004,17.487266553480474,261.6323471962288,248,132,6574.366666666667
GW-11,2023-02-28 09:27:00,69.0,23.1,50.326797385620914,261.6323471962288,248,132,9380.45
GW-11,2023-03-07 09:15:00,69.7,4.900000000000006,7.561728395061729,261.6323471962288,248,132,9548.25
GW-11,2023-04-03 09:47:00,55.1,10.200000000000003,22.717149220489972,261.6323471962288,248,132,10196.783333333333
GW-11,2023-05-01 00:00:00,81.1,25.999999999999993,47.18693284936477,261.6323471962288,248,132,10859.0
GW-11,2023-06-01 11:18:00,80.8,24.0,42.253521126760575,261.6323471962288,248,132,11614.3
GW-11,2023-06-12 09:00:00,81.2,24.300000000000004,42.70650263620388,261.6323471962288,248,132,11876.0
GW-11,2023-06-19 00:00:00,131.2,47.29999999999998,56.376638855780655,261.6323471962288,248,132,12035.0
GW-11,2023-09-29 11:00:00,84.0,8.0,10.526315789473696,261.6323471962288,248,132,14494.0
GW-11,2023-11-02 15:27:00,71.6,13.299999999999997,22.813036020583176,261.6323471962288,248,132,15314.45
GW-11,2024-01-11 10:08:00,54.2,9.400000000000006,20.98214285714286,261.6323471962288,248,132,16989.133333333335
GW-11,2024-03-04 09:23:00,69.3,25.4,57.85876993166288,261.6323471962288,248,132,18260.383333333335
GW-11,2024-04-10 12:55:00,79.7,10.400000000000006,15.007215007215024,261.6323471962288,248,132,19151.916666666668
GW-11,2024-05-21 10:19:00,90.8,11.099999999999994,13.9272271016311,261.6323471962288,248,132,20133.316666666666
GW-11,2024-06-20 15:15:00,99.7,10.900000000000006,12.274774774774787,261.6323471962288,248,132,20858.25
GW-11,2024-07-25 13:03:00,84.4,5.0,6.297229219143574,261.6323471962288,248,132,21696.05
GW-11,2024-10-30 13:52:00,91.2,16.299999999999997,21.762349799732974,261.6323471962288,248,132,24024.866666666665
GW-12,2022-03-02 13:35:00,71.3,15.299999999999997,27.321428571428562,277.78084222213784,303,93,672.5833333333334
GW-12,2022-05-04 11:35:00,80.0,18.0,29.032258064516125,277.78084222213784,303,93,2182.5833333333335
GW-12,2022-06-01 08:43:00,84.5,4.5,5.624999999999991,277.78084222213784,303,93,2851.7166666666667
GW-12,2022-07-11 12:30:00,89.9,5.400000000000006,6.390532544378713,277.78084222213784,303,93,3815.5
GW-12,2022-11-03 11:13:00,71.1,7.199999999999996,11.267605633802802,277.78084222213784,303,93,6574.216666666666
GW-12,2023-02-28 09:30:00,69.3,20.699999999999996,42.59259259259258,277.78084222213784,303,93,9380.5
GW-12,2023-04-03 09:50:00,56.1,11.800000000000004,26.63656884875847,277.78084222213784,303,93,10196.833333333334
GW-12,2023-06-01 11:16:00,82.9,30.700000000000003,58.812260536398476,277.78084222213784,303,93,11614.266666666666
GW-12,2023-09-26 10:19:00,80.8,8.899999999999991,12.37830319888733,277.78084222213784,303,93,14421.316666666668
GW-12,2023-11-02 15:24:00,74.9,17.800000000000004,31.173380035026277,277.78084222213784,303,93,15314.4
GW-12,2024-01-11 10:11:00,49.8,8.699999999999996,21.167883211678816,277.78084222213784,303,93,16989.183333333334
GW-12,2024-03-04 09:19:00,69.7,29.5,73.38308457711442,277.78084222213784,303,93,18260.316666666666
GW-12,2024-04-10 12:59:00,81.3,11.599999999999994,16.64275466284073,277.78084222213784,303,93,19151.983333333334
GW-12,2024-05-21 10:26:00,93.6,12.299999999999997,15.12915129151291,277.78084222213784,303,93,20133.433333333334
GW-12,2024-06-20 15:18:00,104.3,14.200000000000003,15.760266370699227,277.78084222213784,303,93,20858.3
GW-12,2024-10-30 13:57:00,95.3,20.099999999999994,26.728723404255316,277.78084222213784,303,93,24024.95
GW-13,2022-02-02 14:08:00,62.0,4.0,6.896551724137923,34.814461392868,347,358,1.1333333333333333
GW-13,2022-03-02 13:58:00,65.4,3.4000000000000057,5.483870967741944,34.814461392868,347,358,672.9666666666667
GW-13,2022-05-04 12:32:00,81.0,17.0,26.5625,34.814461392868,347,358,2183.5333333333333
GW-13,2022-06-01 09:19:00,86.0,5.0,6.172839506172845,34.814461392868,347,358,2852.3166666666666
GW-13,2022-11-03 10:49:00,65.1,5.099999999999994,8.499999999999996,34.814461392868,347,358,6573.816666666667
GW-13,2023-02-28 09:46:00,78.1,29.799999999999997,61.697722567287784,34.814461392868,347,358,9380.766666666666
GW-13,2023-04-03 10:05:00,57.1,7.700000000000003,15.587044534412954,34.814461392868,347,358,10197.083333333334
GW-13,2023-06-01 11:04:00,81.7,27.0,49.3601462522852,34.814461392868,347,358,11614.066666666668
GW-13,2023-09-29 11:23:00,80.7,6.299999999999997,8.467741935483875,34.814461392868,347,358,14494.383333333333
GW-13,2023-11-02 15:54:00,65.8,4.899999999999999,8.045977011494255,34.814461392868,347,358,15314.9
GW-13,2024-02-02 09:28:00,48.7,10.400000000000006,27.15404699738906,34.814461392868,347,358,17516.466666666667
GW-13,2024-03-04 09:55:00,69.5,23.200000000000003,50.10799136069115,34.814461392868,347,358,18260.916666666668
GW-13,2024-04-10 13:12:00,81.1,11.599999999999994,16.690647482014388,34.814461392868,347,358,19152.2
GW-13,2024-05-21 10:48:00,93.7,12.600000000000009,15.536374845869316,34.814461392868,347,358,20133.8
GW-13,2024-06-19 14:32:00,101.9,15.300000000000011,17.667436489607404,34.814461392868,347,358,20833.533333333333
GW-13,2024-10-30 13:18:00,81.5,5.5,7.236842105263164,34.814461392868,347,358,24024.3
GW-14,2022-03-02 13:55:00,76.4,20.400000000000006,36.42857142857143,134.86848734760952,233,348,672.9166666666666
GW-14,2022-05-04 11:59:00,80.0,14.0,21.212121212121215,134.86848734760952,233,348,2182.983333333333
GW-14,2022-07-11 13:00:00,92.5,12.700000000000003,15.914786967418548,134.86848734760952,233,348,3816.0
GW-14,2022-11-03 11:36:00,77.6,10.299999999999997,15.304606240713214,134.86848734760952,233,348,6574.6
GW-14,2023-03-01 09:04:00,69.9,13.900000000000006,24.821428571428573,134.86848734760952,233,348,9404.066666666668
GW-14,2023-04-03 09:32:00,53.6,10.200000000000003,23.502304147465438,134.86848734760952,233,348,10196.533333333333
GW-14,2023-05-01 08:54:00,57.8,4.199999999999996,7.835820895522372,134.86848734760952,233,348,10867.9
GW-14,2023-06-01 11:29:00,83.5,25.700000000000003,44.463667820069205,134.86848734760952,233,348,11614.483333333334
GW-14,2023-06-27 14:04:00,87.5,4.900000000000006,5.932203389830515,134.86848734760952,233,348,12241.066666666668
GW-14,2023-09-26 10:33:00,88.7,10.400000000000006,13.282247765006394,134.86848734760952,233,348,14421.55
GW-14,2023-11-17 11:19:00,84.5,15.799999999999997,22.998544395924302,134.86848734760952,233,348,15670.316666666668
GW-14,2024-01-11 09:40:00,61.0,8.799999999999997,16.858237547892706,134.86848734760952,233,348,16988.666666666668
GW-14,2024-03-04 08:59:00,69.4,23.200000000000003,50.21645021645023,134.86848734760952,233,348,18259.983333333334
GW-14,2024-04-10 12:41:00,84.6,15.199999999999989,21.902017291066265,134.86848734760952,233,348,19151.683333333334
GW-14,2024-05-21 10:03:00,91.4,6.800000000000011,8.037825059101667,134.86848734760952,233,348,20133.05
GW-14,2024-06-19 14:10:00,99.0,10.799999999999997,12.244897959183664,134.86848734760952,233,348,20833.166666666668
GW-14,2024-07-23 10:42:00,85.4,4.900000000000006,6.08695652173914,134.86848734760952,233,348,21645.7
GW-14,2024-10-30 13:27:00,98.2,19.60000000000001,24.93638676844785,134.86848734760952,233,348,24024.45
GW-15,2022-03-02 13:41:00,65.8,11.799999999999997,21.851851851851855,272.2959026293322,277,226,672.6833333333333
GW-15,2022-05-04 00:00:00,79.0,16.0,25.396825396825395,272.2959026293322,277,226,2171.0
GW-15,2022-07-11 12:23:00,83.5,6.900000000000006,9.00783289817233,272.2959026293322,277,226,3815.383333333333
GW-15,2022-08-03 11:46:00,114.3,28.39999999999999,33.06169965075667,272.2959026293322,277,226,4366.766666666666
GW-15,2022-09-12 11:14:00,86.4,6.800000000000011,8.542713567839222,272.2959026293322,277,226,5326.233333333334
GW-15,2022-10-12 09:39:00,108.2,21.799999999999997,25.231481481481467,272.2959026293322,277,226,6044.65
GW-15,2022-11-03 11:04:00,73.5,12.799999999999997,21.08731466227347,272.2959026293322,277,226,6574.066666666667
GW-15,2022-12-08 11:45:00,117.8,59.0,100.34013605442178,272.2959026293322,277,226,7414.75
GW-15,2023-03-01 09:18:00,67.3,16.199999999999996,31.70254403131114,272.2959026293322,277,226,9404.3
GW-15,2023-04-03 09:42:00,54.6,8.300000000000004,17.926565874730027,272.2959026293322,277,226,10196.7
GW-15,2023-06-01 11:21:00,80.5,28.0,53.33333333333334,272.2959026293322,277,226,11614.35
GW-15,2023-06-27 14:07:00,85.1,4.599999999999994,5.714285714285716,272.2959026293322,277,226,12241.116666666667
GW-15,2023-09-29 10:57:00,86.2,14.299999999999997,19.888734353268433,272.2959026293322,277,226,14493.95
GW-15,2023-11-02 15:36:00,72.9,11.800000000000004,19.312602291325696,272.2959026293322,277,226,15314.6
GW-15,2024-01-11 10:04:00,57.6,9.0,18.518518518518512,272.2959026293322,277,226,16989.066666666666
GW-15,2024-03-04 09:27:00,71.8,27.599999999999994,62.443438914027126,272.2959026293322,277,226,18260.45
GW-15,2024-04-10 12:48:00,84.5,12.700000000000003,17.68802228412256,272.2959026293322,277,226,19151.8
GW-15,2024-06-20 15:06:00,100.2,12.100000000000009,13.734392735527813,272.2959026293322,277,226,20858.1
GW-15,2024-07-23 09:59:00,80.6,4.8999999999999915,6.4729194187582495,272.2959026293322,277,226,21644.983333333334
GW-15,2024-10-30 13:48:00,95.2,21.299999999999997,28.822733423545333,272.2959026293322,277,226,24024.8
GW-17,2023-03-01 10:20:00,66.2,21.900000000000006,49.43566591422124,129.36373326659964,177,425,9405.333333333334
GW-17,2023-04-03 10:20:00,58.7,11.700000000000003,24.893617021276594,129.36373326659964,177,425,10197.333333333334
GW-17,2023-06-01 10:57:00,79.6,29.599999999999994,59.19999999999999,129.36373326659964,177,425,11613.95
GW-17,2023-06-14 15:18:00,90.1,10.5,13.190954773869358,129.36373326659964,177,425,11930.3
